question,truth
711,0.30267737
712,0.30048524
713,0.30786163
714,0.30576925
715,0.31451837
716,0.30865549
717,0.30984068
718,0.30726061
719,0.31032416
720,0.31379673
721,0.30092221
722,0.30439623
723,0.31975314
724,0.31683285
725,0.31541605
726,0.31783485
727,0.32113355
728,0.31609093
729,0.31551208
730,0.32326811
731,0.3162853
732,0.32689226
733,0.31349875
734,0.33335897
735,0.33065451
736,0.33029345
737,0.33641697
738,0.34224852
739,0.33893214
740,0.3204935
741,0.32551843
742,0.33119399
743,0.33685205
744,0.34142511
745,0.33409642
746,0.3415768
747,0.33633362
748,0.33855454
749,0.33433771
750,0.33890673
751,0.33722411
752,0.34107108
753,0.35627897
754,0.34381161
755,0.36969211
756,0.35630713
757,0.35549706
758,0.34965111
759,0.36167475
760,0.35424656
761,0.36037477
762,0.37845861
763,0.36157825
764,0.37148896
765,0.36014082
766,0.36610416
767,0.37988437
768,0.36481438
769,0.38295869
770,0.37677974
771,0.36947142
772,0.3790928
773,0.38285328
774,0.38187751
775,0.36826794
776,0.375501
777,0.38024532
778,0.3828917
779,0.38912805
780,0.38755775
781,0.37864757
782,0.39190767
783,0.3949782
784,0.39612432
785,0.40120158
786,0.4010133
787,0.39995278
788,0.39783649
789,0.38843885
790,0.40431923
791,0.40432959
792,0.40630736
793,0.39722243
794,0.40011526
795,0.41632098
796,0.41037886
797,0.41689303
798,0.41397782
799,0.41556122
800,0.42337634
801,0.41497497
802,0.42076445
803,0.41852235
804,0.42030855
805,0.42276854
806,0.42801963
807,0.42481572
808,0.43833459
809,0.42518766
810,0.43166524
811,0.43155196
812,0.4461303
813,0.4391757
814,0.44654283
815,0.430897
816,0.44456794
817,0.4504843
818,0.44658721
819,0.45498507
820,0.4457704
821,0.46065047
822,0.46841358
823,0.45179967
824,0.45289351
825,0.46759301
826,0.47012522
827,0.45736013
828,0.45973515
829,0.46235742
830,0.45673627
831,0.46133521
832,0.46242587
833,0.46572752
834,0.47244102
835,0.47596913
836,0.48668887
837,0.47087571
838,0.48617262
839,0.47963315
840,0.48245051
841,0.48911148
842,0.47846093
843,0.4904839
844,0.49069221
845,0.49462155
846,0.4949178
847,0.51148037
848,0.49193902
849,0.49436429
850,0.49542424
851,0.49758123
852,0.49871125
853,0.5129416
854,0.51622254
855,0.50424399
856,0.5041389
857,0.51477952
858,0.50944182
859,0.51926666
860,0.51800255
861,0.50789084
862,0.53060587
863,0.53399565
864,0.51914364
865,0.52237097
866,0.52867569
867,0.53068843
868,0.53459083
869,0.54554579
870,0.53220506
871,0.52961164
872,0.5272931
873,0.53341237
874,0.53986871
875,0.55407941
876,0.53986772
877,0.5466163
878,0.54662361
879,0.55654839
880,0.56738848
881,0.54804493
882,0.54997468
883,0.56214518
884,0.56129749
885,0.57093007
886,0.56389398
887,0.55904832
888,0.5671958
889,0.57237479
890,0.57201514
891,0.57148027
892,0.57693206
893,0.57924419
894,0.58230917
895,0.57887369
896,0.57486854
897,0.57861427
898,0.58747673
899,0.57516838
900,0.58488567
901,0.58122799
902,0.58569447
903,0.59583782
904,0.58993247
905,0.59049376
906,0.58238898
907,0.59839172
908,0.5992391
909,0.61119248
910,0.59575745
911,0.60089796
912,0.60262317
913,0.61325243
914,0.60327544
915,0.60734578
916,0.61109834
917,0.60969512
918,0.60683222
919,0.61270626
920,0.620215
921,0.60726197
922,0.61667997
923,0.61241256
924,0.62686814
925,0.60964622
926,0.61769797
927,0.62554989
928,0.63512623
929,0.62533927
930,0.62338398
931,0.6415073
932,0.62004323
933,0.61627254
934,0.63576424
935,0.63066586
936,0.62846322
937,0.64169087
938,0.63984819
939,0.63564097
940,0.63205526
941,0.64815735
942,0.64794713
943,0.64411032
944,0.65876797
945,0.64003633
946,0.63819323
947,0.64519129
948,0.65089532
949,0.65413748
950,0.65206117
951,0.65737593
952,0.64760055
953,0.66732845
954,0.65806906
955,0.6675105
956,0.66339154
957,0.66536392
958,0.6673204
959,0.66765411
960,0.67015545
961,0.67602123
962,0.66938998
963,0.67404316
964,0.6696855
965,0.68130423
966,0.66788127
967,0.68598549
968,0.67443417
969,0.66596578
970,0.67773597
971,0.67323988
972,0.68473527
973,0.67552312
974,0.67796953
975,0.66908014
976,0.67995595
977,0.66742026
978,0.6741757
979,0.69124823
980,0.69239108
981,0.69087563
982,0.68226453
983,0.68951282
984,0.69074272
985,0.6837319
986,0.70291092
987,0.69950865
988,0.69285345
989,0.69542905
990,0.69753839
991,0.68294394
992,0.69610529
993,0.69395121
994,0.69257684
995,0.69833215
996,0.71340093
997,0.70624609
998,0.69870134
999,0.70731787
1000,0.71374709
1001,0.71123033
1002,0.70602303
1003,0.70189207
1004,0.71183485
1005,0.71043971
1006,0.71456938
1007,0.71345833
1008,0.71696554
1009,0.70673694
1010,0.7200946
1011,0.71303499
1012,0.72654124
1013,0.70816778
1014,0.72540916
1015,0.71543145
1016,0.71017004
1017,0.71187757
1018,0.71354584
1019,0.71919064
1020,0.72038983
1021,0.71337203
1022,0.71764124
1023,0.73300107
1024,0.73062794
1025,0.72222568
1026,0.7199411
1027,0.72094202
1028,0.7247555
1029,0.71393582
1030,0.71959182
1031,0.71029314
1032,0.72486567
1033,0.72693285
1034,0.71952539
1035,0.73398822
1036,0.71509604
1037,0.71377378
1038,0.72567104
1039,0.73160967
1040,0.73626032
1041,0.7218164
1042,0.73262587
1043,0.72519809
1044,0.72450669
1045,0.731975
1046,0.73059136
1047,0.71548332
1048,0.73662128
1049,0.73612632
1050,0.72251222
1051,0.72966612
1052,0.7304702
1053,0.72898547
1054,0.72352289
1055,0.72278232
1056,0.72729735
1057,0.73559082
1058,0.73132662
1059,0.72509279
1060,0.73296449
1061,0.70812878
1062,0.73557495
1063,0.71573775
1064,0.72517237
1065,0.71994114
1066,0.71869432
1067,0.73549347
1068,0.72424324
1069,0.72974985
1070,0.72695359
1071,0.73044269
1072,0.7275748
1073,0.71810682
1074,0.73360856
1075,0.72322175
1076,0.71575519
1077,0.72331938
1078,0.73636591
1079,0.73169238
1080,0.72324211
1081,0.72300554
1082,0.72295035
1083,0.73915803
1084,0.72725361
1085,0.72730194
1086,0.73112835
1087,0.72538819
1088,0.72165171
1089,0.72175094
1090,0.72226392
1091,0.72214426
1092,0.72702706
1093,0.72200839
1094,0.72628905
1095,0.72030091
1096,0.72097825
1097,0.70629207
1098,0.72585944
1099,0.7214946
1100,0.72550234
1101,0.69829128
1102,0.73202173
1103,0.71622584
1104,0.72427889
1105,0.70900749
1106,0.71981642
1107,0.70782951
1108,0.71021865
1109,0.72706845
1110,0.71203567
1111,0.71424171
1112,0.71811467
1113,0.71492547
1114,0.71192457
1115,0.71275512
1116,0.72609525
1117,0.70853491
1118,0.70963415
1119,0.71477802
1120,0.71445498
1121,0.71430339
1122,0.70981687
1123,0.69685152
1124,0.71516671
1125,0.69532734
1126,0.70450717
1127,0.69647293
1128,0.70042108
1129,0.70231764
1130,0.70145511
1131,0.70132281
1132,0.70867086
1133,0.6998618
1134,0.69421688
1135,0.70164541
1136,0.70231587
1137,0.68483518
1138,0.69646573
1139,0.69626944
1140,0.68849389
1141,0.69905116
1142,0.68763667
1143,0.68857834
1144,0.68556726
1145,0.6858912
1146,0.67727696
1147,0.6739254
1148,0.69375593
1149,0.67598356
1150,0.67397031
1151,0.66496152
1152,0.67431648
1153,0.66856852
1154,0.68786273
1155,0.68245178
1156,0.66971466
1157,0.68881156
1158,0.67898868
1159,0.66890968
1160,0.65286261
1161,0.68462028
1162,0.65821627
1163,0.65531347
1164,0.67247331
1165,0.6810374
1166,0.67261765
1167,0.66580298
1168,0.66482293
1169,0.66539798
1170,0.66353988
1171,0.65904204
1172,0.65660017
1173,0.65421971
1174,0.64822951
1175,0.65022624
1176,0.63927016
1177,0.64894808
1178,0.64155917
1179,0.63948418
1180,0.64700164
1181,0.65402107
1182,0.64945959
1183,0.63105636
1184,0.63371868
1185,0.64563775
1186,0.63109382
1187,0.6349481
1188,0.63891039
1189,0.62712325
1190,0.63312358
1191,0.62186405
1192,0.62550845
1193,0.6304397
1194,0.615909
1195,0.62846222
1196,0.62389011
1197,0.62639746
1198,0.62271474
1199,0.62910862
1200,0.61916311
1201,0.61390869
1202,0.61624277
1203,0.6176732
1204,0.61281286
1205,0.61128386
1206,0.60470765
1207,0.60349158
1208,0.59692311
1209,0.61706651
1210,0.59501447
1211,0.59728896
1212,0.5956004
1213,0.60515687
1214,0.59546387
1215,0.60452452
1216,0.58980005
1217,0.59479839
1218,0.58560285
1219,0.60451326
1220,0.58007836
1221,0.5887976
1222,0.58945623
1223,0.58637604
1224,0.58068863
1225,0.57949019
1226,0.57909849
1227,0.5762005
1228,0.58223434
1229,0.58919599
1230,0.56859295
1231,0.56141176
1232,0.56860077
1233,0.58530404
1234,0.56046092
1235,0.57561076
1236,0.57425216
1237,0.55730741
1238,0.56338347
1239,0.56902264
1240,0.55360408
1241,0.55316915
1242,0.54893038
1243,0.54431126
1244,0.54517133
1245,0.53957457
1246,0.54655649
1247,0.53937965
1248,0.54461095
1249,0.53066289
1250,0.54195134
1251,0.54373554
1252,0.52265779
1253,0.53724199
1254,0.5414294
1255,0.5230228
1256,0.54113289
1257,0.5308493
1258,0.5214533
1259,0.52422929
1260,0.52676259
1261,0.52176769
1262,0.52325946
1263,0.51155436
1264,0.51735026
1265,0.50479435
1266,0.51204694
1267,0.50491544
1268,0.50438094
1269,0.51622512
1270,0.51353971
1271,0.50853774
1272,0.49516513
1273,0.49879932
1274,0.50760687
1275,0.49855933
1276,0.51181617
1277,0.49690184
1278,0.4938281
1279,0.48869592
1280,0.49004351
1281,0.48638933
1282,0.49060711
1283,0.49062433
1284,0.47697221
1285,0.47154146
1286,0.46638816
1287,0.48079547
1288,0.46804912
1289,0.45916102
1290,0.47492641
1291,0.48769292
1292,0.46885807
1293,0.47297885
1294,0.46610898
1295,0.46319478
1296,0.46851144
1297,0.45853961
1298,0.46070043
1299,0.45940787
1300,0.45094989
1301,0.46068596
1302,0.45101625
1303,0.44537345
1304,0.4525917
1305,0.44109026
1306,0.44580419
1307,0.44390352
1308,0.44977919
1309,0.44394482
1310,0.43887889
1311,0.44303261
1312,0.44533372
1313,0.43799409
1314,0.4326141
1315,0.42191921
1316,0.42199861
1317,0.42560468
1318,0.42190909
1319,0.42320715
1320,0.423281
1321,0.42493398
1322,0.41922346
1323,0.42146138
1324,0.4169827
1325,0.40140157
1326,0.40694223
1327,0.4108339
1328,0.40195558
1329,0.41282054
1330,0.41765746
1331,0.41396752
1332,0.40259241
1333,0.41275366
1334,0.40200786
1335,0.39714594
1336,0.39372724
1337,0.39434552
1338,0.39224647
1339,0.39457623
1340,0.39300945
1341,0.39043466
1342,0.39192589
1343,0.39561868
1344,0.39248826
1345,0.37430663
1346,0.36550491
1347,0.38799509
1348,0.37074725
1349,0.3771442
1350,0.36921734
1351,0.36344916
1352,0.37811318
1353,0.37819076
1354,0.36761144
1355,0.35237868
1356,0.3650202
1357,0.37007102
1358,0.3558469
1359,0.36588397
1360,0.36315303
1361,0.36587532
1362,0.36136725
1363,0.35252163
1364,0.36607924
1365,0.35544725
1366,0.35502665
1367,0.34749363
1368,0.34955171
1369,0.34522302
1370,0.34882031
1371,0.360477
1372,0.33803482
1373,0.33511087
1374,0.35503092
1375,0.34224616
1376,0.3378503
1377,0.34835128
1378,0.33583229
1379,0.35131155
1380,0.3422249
1381,0.3330252
1382,0.34999725
1383,0.32985073
1384,0.33793406
1385,0.33373392
1386,0.33946457
1387,0.34010594
1388,0.32847322
1389,0.32195797
1390,0.32917393
1391,0.32025923
1392,0.33763864
1393,0.32366868
1394,0.31914767
1395,0.32185736
1396,0.31028521
1397,0.31181659
1398,0.32569089
1399,0.31191378
1400,0.30821958
1401,0.31808403
1402,0.32154315
1403,0.31735244
1404,0.31827843
1405,0.30527917
1406,0.29975813
1407,0.31888014
1408,0.30542336
1409,0.30499211
1410,0.31491815
1411,0.30871521
1412,0.30713357
1413,0.31798448
1414,0.29783259
1415,0.30775928
1416,0.30093119
1417,0.30154465
1418,0.30936556
1419,0.30154174
1420,0.30094465
1421,0.30381683
1422,0.29316458
1423,0.28913583
1424,0.28696256
1425,0.27988552
1426,0.30676098
1427,0.28434352
1428,0.28968135
1429,0.2885945
1430,0.29191114
1431,0.29471823
1432,0.29435423
1433,0.28378466
1434,0.28599213
1435,0.28844284
1436,0.28417081
1437,0.29629927
1438,0.28803387
1439,0.28911846
1440,0.28804614
1441,0.29098508
1442,0.28361744
1443,0.27292937
1444,0.28404521
1445,0.27631095
1446,0.27664664
1447,0.283806
1448,0.28779844
1449,0.27897271
1450,0.28048789
1451,0.28960657
1452,0.27913887
1453,0.29492396
1454,0.28053511
1455,0.2641669
1456,0.28103999
1457,0.27811095
1458,0.28398665
1459,0.27940435
1460,0.27349518
1461,0.26571587
1462,0.272373
1463,0.26766873
1464,0.26923417
1465,0.27698431
1466,0.28414422
1467,0.27513876
1468,0.263981
1469,0.2750167
1470,0.27996556
1471,0.26736317
1472,0.27044034
1473,0.2712847
1474,0.2656315
1475,0.27531868
1476,0.26989882
1477,0.27348258
1478,0.26439573
1479,0.26738356
1480,0.27525669
1481,0.26766141
1482,0.28201235
1483,0.26736163
1484,0.27160847
1485,0.27644164
1486,0.26028826
1487,0.25793583
1488,0.2595611
1489,0.27872581
1490,0.26630568
1491,0.28770469
1492,0.26633014
1493,0.27154416
1494,0.28094981
1495,0.28423357
1496,0.28472499
1497,0.27899172
1498,0.27786247
1499,0.27504845
1500,0.27648513
1501,0.26753119
1502,0.26588399
1503,0.27167602
1504,0.27074157
1505,0.2690216
1506,0.27714922
1507,0.27917459
1508,0.27348363
1509,0.28329259
1510,0.26559668
1511,0.27240222
1512,0.26912036
1513,0.26154952
1514,0.27412989
1515,0.27420819
1516,0.28579252
1517,0.28010418
1518,0.26912579
1519,0.28928048
1520,0.28534204
1521,0.28137539
1522,0.27625624
1523,0.27166836
1524,0.27615562
1525,0.28665302
1526,0.29259642
1527,0.29074507
1528,0.27729871
1529,0.27348436
1530,0.28266548
1531,0.27009764
1532,0.28500801
1533,0.2823395
1534,0.28072857
1535,0.27356717
1536,0.28863924
1537,0.28206669
1538,0.27831417
1539,0.26726116
1540,0.28743549
1541,0.30044759
1542,0.30035387
1543,0.28649111
1544,0.28618607
1545,0.29424096
1546,0.28488287
1547,0.29453386
1548,0.29845776
1549,0.30236934
1550,0.29401793
1551,0.29407747
1552,0.29022967
1553,0.2913729
1554,0.2962981
1555,0.30118928
1556,0.30576446
1557,0.2948152
1558,0.31142347
1559,0.3001729
1560,0.30275622
1561,0.29865277
1562,0.28803012
1563,0.31164223
1564,0.31154302
1565,0.30547514
1566,0.30879868
1567,0.31282345
1568,0.2995078
1569,0.30756616
1570,0.31762443
1571,0.30454505
1572,0.31616508
1573,0.30584107
1574,0.31937026
1575,0.31694778
1576,0.30713876
1577,0.32726659
1578,0.31528157
1579,0.3158258
1580,0.32383842
1581,0.3314299
1582,0.3176635
1583,0.32616265
1584,0.32979463
1585,0.33272996
1586,0.33031342
1587,0.32772214
1588,0.32570924
1589,0.33314003
1590,0.32635554
1591,0.31483688
1592,0.33907401
1593,0.34347656
1594,0.32225242
1595,0.33275377
1596,0.34515639
1597,0.35625957
1598,0.3435152
1599,0.33962078
1600,0.34461743
1601,0.3565744
1602,0.34397252
1603,0.34420001
1604,0.34765999
1605,0.34572508
1606,0.35441547
1607,0.36603836
1608,0.35842239
1609,0.35579935
1610,0.3568635
1611,0.34947818
1612,0.36762228
1613,0.36238317
1614,0.36304375
1615,0.38757597
1616,0.36908613
1617,0.36326124
1618,0.36688955
1619,0.37910183
1620,0.37340362
1621,0.36416742
1622,0.38177367
1623,0.37230512
1624,0.3911875
1625,0.38718385
1626,0.378147
1627,0.39146698
1628,0.38459995
1629,0.391456
1630,0.39040318
1631,0.38274517
1632,0.38562337
1633,0.39860389
1634,0.39073274
1635,0.39176348
1636,0.38948687
1637,0.40046665
1638,0.41323828
1639,0.39327635
1640,0.40230246
1641,0.41336762
1642,0.40466775
1643,0.40986689
1644,0.40101996
1645,0.41281046
1646,0.41014713
1647,0.41976541
1648,0.42272099
1649,0.43392275
1650,0.42170494
1651,0.42154714
1652,0.42223414
1653,0.42006861
1654,0.42641436
1655,0.42366441
1656,0.4284545
1657,0.43795289
1658,0.42361111
1659,0.43996342
1660,0.44280095
1661,0.43457279
1662,0.42244465
1663,0.43446969
1664,0.44918074
1665,0.44175762
1666,0.43669524
